"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Obese","Greece","Percentage","2019","Fifth quintile","Females","Total","13.1",""
"Underweight","Spain","Percentage","2019","Fifth quintile","Females","Total","4.2",""
"Normal","Spain","Percentage","2019","Fifth quintile","Females","Total","56.3",""
"Obese","Spain","Percentage","2019","Fifth quintile","Females","Total","10.4",""
"Underweight","France","Percentage","2019","Fifth quintile","Females","Total","6.3",""
"Normal","France","Percentage","2019","Fifth quintile","Females","Total","62.3",""
"Obese","France","Percentage","2019","Fifth quintile","Females","Total","9.3",""
"Underweight","Croatia","Percentage","2019","Fifth quintile","Females","Total","1.6",""
"Normal","Croatia","Percentage","2019","Fifth quintile","Females","Total","40.8",""
"Obese","Croatia","Percentage","2019","Fifth quintile","Females","Total","21.8",""
"Underweight","Italy","Percentage","2019","Fifth quintile","Females","Total","6.4",""
"Normal","Italy","Percentage","2019","Fifth quintile","Females","Total","60.5",""
"Obese","Italy","Percentage","2019","Fifth quintile","Females","Total","8.3",""
"Underweight","Cyprus","Percentage","2019","Fifth quintile","Females","Total","6.0",""
"Normal","Cyprus","Percentage","2019","Fifth quintile","Females","Total","59.7",""
"Obese","Cyprus","Percentage","2019","Fifth quintile","Females","Total","9.8",""
"Underweight","Latvia","Percentage","2019","Fifth quintile","Females","Total","4.6",""
"Normal","Latvia","Percentage","2019","Fifth quintile","Females","Total","55.1",""
"Obese","Latvia","Percentage","2019","Fifth quintile","Females","Total","15.1",""
"Underweight","Lithuania","Percentage","2019","Fifth quintile","Females","Total","6.4",""
"Normal","Lithuania","Percentage","2019","Fifth quintile","Females","Total","61.9",""
"Obese","Lithuania","Percentage","2019","Fifth quintile","Females","Total","7.7",""
"Underweight","Luxembourg","Percentage","2019","Fifth quintile","Females","Total","4.8",""
"Normal","Luxembourg","Percentage","2019","Fifth quintile","Females","Total","66.0",""
"Obese","Luxembourg","Percentage","2019","Fifth quintile","Females","Total","8.5",""
"Underweight","Hungary","Percentage","2019","Fifth quintile","Females","Total","4.4",""
"Normal","Hungary","Percentage","2019","Fifth quintile","Females","Total","56.9",""
"Obese","Hungary","Percentage","2019","Fifth quintile","Females","Total","14.7",""
"Underweight","Malta","Percentage","2019","Fifth quintile","Females","Total","2.6",""
"Normal","Malta","Percentage","2019","Fifth quintile","Females","Total","51.5",""
"Obese","Malta","Percentage","2019","Fifth quintile","Females","Total","18.6",""
"Underweight","Netherlands","Percentage","2019","Fifth quintile","Females","Total","2.7",""
"Normal","Netherlands","Percentage","2019","Fifth quintile","Females","Total","60.9",""
"Obese","Netherlands","Percentage","2019","Fifth quintile","Females","Total","10.3",""
"Underweight","Austria","Percentage","2019","Fifth quintile","Females","Total","5.1",""
"Normal","Austria","Percentage","2019","Fifth quintile","Females","Total","60.8",""
"Obese","Austria","Percentage","2019","Fifth quintile","Females","Total","10.2",""
"Underweight","Poland","Percentage","2019","Fifth quintile","Females","Total","5.0",""
"Normal","Poland","Percentage","2019","Fifth quintile","Females","Total","52.2",""
"Obese","Poland","Percentage","2019","Fifth quintile","Females","Total","16.2",""
"Underweight","Portugal","Percentage","2019","Fifth quintile","Females","Total","3.4",""
"Normal","Portugal","Percentage","2019","Fifth quintile","Females","Total","57.5",""
"Obese","Portugal","Percentage","2019","Fifth quintile","Females","Total","11.6",""
"Underweight","Romania","Percentage","2019","Fifth quintile","Females","Total","2.2",""
"Normal","Romania","Percentage","2019","Fifth quintile","Females","Total","57.9",""
"Obese","Romania","Percentage","2019","Fifth quintile","Females","Total","7.7",""
"Underweight","Slovenia","Percentage","2019","Fifth quintile","Females","Total","3.1",""
"Normal","Slovenia","Percentage","2019","Fifth quintile","Females","Total","56.0",""
"Obese","Slovenia","Percentage","2019","Fifth quintile","Females","Total","13.7",""
"Underweight","Slovakia","Percentage","2019","Fifth quintile","Females","Total","4.5",""
"Normal","Slovakia","Percentage","2019","Fifth quintile","Females","Total","49.5",""
"Obese","Slovakia","Percentage","2019","Fifth quintile","Females","Total","16.3",""
"Underweight","Finland","Percentage","2019","Fifth quintile","Females","Total","1.1",""
"Normal","Finland","Percentage","2019","Fifth quintile","Females","Total","43.1",""
"Obese","Finland","Percentage","2019","Fifth quintile","Females","Total","20.7",""
"Underweight","Sweden","Percentage","2019","Fifth quintile","Females","Total","2.3",""
"Normal","Sweden","Percentage","2019","Fifth quintile","Females","Total","56.2",""
"Obese","Sweden","Percentage","2019","Fifth quintile","Females","Total","11.1",""
"Underweight","Iceland","Percentage","2019","Fifth quintile","Females","Total",":",""
"Normal","Iceland","Percentage","2019","Fifth quintile","Females","Total",":",""
"Obese","Iceland","Percentage","2019","Fifth quintile","Females","Total",":",""
"Underweight","Norway","Percentage","2019","Fifth quintile","Females","Total","2.2",""
"Normal","Norway","Percentage","2019","Fifth quintile","Females","Total","57.6",""
"Obese","Norway","Percentage","2019","Fifth quintile","Females","Total","8.9",""
"Underweight","United Kingdom","Percentage","2019","Fifth quintile","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","Fifth quintile","Females","Total",":",""
"Obese","United Kingdom","Percentage","2019","Fifth quintile","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","Fifth quintile","Females","Total","3.8",""
"Normal","Serbia","Percentage","2019","Fifth quintile","Females","Total","58.1",""
"Obese","Serbia","Percentage","2019","Fifth quintile","Females","Total","11.0",""
"Underweight","Turkey","Percentage","2019","Fifth quintile","Females","Total","5.2",""
"Normal","Turkey","Percentage","2019","Fifth quintile","Females","Total","48.0",""
"Obese","Turkey","Percentage","2019","Fifth quintile","Females","Total","18.6",""
