"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Obese","Lithuania","Percentage","2019","First quintile","Females","Total","27.2",""
"Underweight","Luxembourg","Percentage","2019","First quintile","Females","Total","4.7",""
"Normal","Luxembourg","Percentage","2019","First quintile","Females","Total","50.6",""
"Obese","Luxembourg","Percentage","2019","First quintile","Females","Total","17.7",""
"Underweight","Hungary","Percentage","2019","First quintile","Females","Total","5.1",""
"Normal","Hungary","Percentage","2019","First quintile","Females","Total","38.9",""
"Obese","Hungary","Percentage","2019","First quintile","Females","Total","27.2",""
"Underweight","Malta","Percentage","2019","First quintile","Females","Total","2.0",""
"Normal","Malta","Percentage","2019","First quintile","Females","Total","31.3",""
"Obese","Malta","Percentage","2019","First quintile","Females","Total","31.0",""
"Underweight","Netherlands","Percentage","2019","First quintile","Females","Total","2.6",""
"Normal","Netherlands","Percentage","2019","First quintile","Females","Total","48.5",""
"Obese","Netherlands","Percentage","2019","First quintile","Females","Total","22.3",""
"Underweight","Austria","Percentage","2019","First quintile","Females","Total","3.5",""
"Normal","Austria","Percentage","2019","First quintile","Females","Total","47.0",""
"Obese","Austria","Percentage","2019","First quintile","Females","Total","19.2",""
"Underweight","Poland","Percentage","2019","First quintile","Females","Total","3.2",""
"Normal","Poland","Percentage","2019","First quintile","Females","Total","39.4",""
"Obese","Poland","Percentage","2019","First quintile","Females","Total","24.6",""
"Underweight","Portugal","Percentage","2019","First quintile","Females","Total","2.4",""
"Normal","Portugal","Percentage","2019","First quintile","Females","Total","46.7",""
"Obese","Portugal","Percentage","2019","First quintile","Females","Total","18.6",""
"Underweight","Romania","Percentage","2019","First quintile","Females","Total","1.4",""
"Normal","Romania","Percentage","2019","First quintile","Females","Total","44.6",""
"Obese","Romania","Percentage","2019","First quintile","Females","Total","11.3",""
"Underweight","Slovenia","Percentage","2019","First quintile","Females","Total","2.7",""
"Normal","Slovenia","Percentage","2019","First quintile","Females","Total","37.2",""
"Obese","Slovenia","Percentage","2019","First quintile","Females","Total","24.6",""
"Underweight","Slovakia","Percentage","2019","First quintile","Females","Total","5.8",""
"Normal","Slovakia","Percentage","2019","First quintile","Females","Total","49.7",""
"Obese","Slovakia","Percentage","2019","First quintile","Females","Total","16.0",""
"Underweight","Finland","Percentage","2019","First quintile","Females","Total","4.4",""
"Normal","Finland","Percentage","2019","First quintile","Females","Total","50.4",""
"Obese","Finland","Percentage","2019","First quintile","Females","Total","18.3",""
"Underweight","Sweden","Percentage","2019","First quintile","Females","Total","3.9",""
"Normal","Sweden","Percentage","2019","First quintile","Females","Total","47.4",""
"Obese","Sweden","Percentage","2019","First quintile","Females","Total","18.2",""
"Underweight","Iceland","Percentage","2019","First quintile","Females","Total",":",""
"Normal","Iceland","Percentage","2019","First quintile","Females","Total",":",""
"Obese","Iceland","Percentage","2019","First quintile","Females","Total",":",""
"Underweight","Norway","Percentage","2019","First quintile","Females","Total","4.9",""
"Normal","Norway","Percentage","2019","First quintile","Females","Total","54.4",""
"Obese","Norway","Percentage","2019","First quintile","Females","Total","16.0",""
"Underweight","United Kingdom","Percentage","2019","First quintile","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","First quintile","Females","Total",":",""
"Obese","United Kingdom","Percentage","2019","First quintile","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","First quintile","Females","Total","4.3",""
"Normal","Serbia","Percentage","2019","First quintile","Females","Total","45.3",""
"Obese","Serbia","Percentage","2019","First quintile","Females","Total","20.2",""
"Underweight","Turkey","Percentage","2019","First quintile","Females","Total","4.4",""
"Normal","Turkey","Percentage","2019","First quintile","Females","Total","39.1",""
"Obese","Turkey","Percentage","2019","First quintile","Females","Total","25.7",""
