"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Normal","France","Percentage","2019","Second quintile","Total","Total","48.5",""
"Obese","France","Percentage","2019","Second quintile","Total","Total","16.7",""
"Underweight","Croatia","Percentage","2019","Second quintile","Total","Total","2.0",""
"Normal","Croatia","Percentage","2019","Second quintile","Total","Total","33.2",""
"Obese","Croatia","Percentage","2019","Second quintile","Total","Total","27.6",""
"Underweight","Italy","Percentage","2019","Second quintile","Total","Total","3.8",""
"Normal","Italy","Percentage","2019","Second quintile","Total","Total","50.3",""
"Obese","Italy","Percentage","2019","Second quintile","Total","Total","12.2",""
"Underweight","Cyprus","Percentage","2019","Second quintile","Total","Total","2.8",""
"Normal","Cyprus","Percentage","2019","Second quintile","Total","Total","48.3",""
"Obese","Cyprus","Percentage","2019","Second quintile","Total","Total","15.4",""
"Underweight","Latvia","Percentage","2019","Second quintile","Total","Total","2.2",""
"Normal","Latvia","Percentage","2019","Second quintile","Total","Total","39.5",""
"Obese","Latvia","Percentage","2019","Second quintile","Total","Total","24.7",""
"Underweight","Lithuania","Percentage","2019","Second quintile","Total","Total","3.2",""
"Normal","Lithuania","Percentage","2019","Second quintile","Total","Total","35.0",""
"Obese","Lithuania","Percentage","2019","Second quintile","Total","Total","21.3",""
"Underweight","Luxembourg","Percentage","2019","Second quintile","Total","Total","3.4",""
"Normal","Luxembourg","Percentage","2019","Second quintile","Total","Total","43.8",""
"Obese","Luxembourg","Percentage","2019","Second quintile","Total","Total","18.6",""
"Underweight","Hungary","Percentage","2019","Second quintile","Total","Total","2.5",""
"Normal","Hungary","Percentage","2019","Second quintile","Total","Total","34.4",""
"Obese","Hungary","Percentage","2019","Second quintile","Total","Total","27.4",""
"Underweight","Malta","Percentage","2019","Second quintile","Total","Total","1.7",""
"Normal","Malta","Percentage","2019","Second quintile","Total","Total","28.8",""
"Obese","Malta","Percentage","2019","Second quintile","Total","Total","31.2",""
"Underweight","Netherlands","Percentage","2019","Second quintile","Total","Total","3.3",""
"Normal","Netherlands","Percentage","2019","Second quintile","Total","Total","42.1",""
"Obese","Netherlands","Percentage","2019","Second quintile","Total","Total","18.1",""
"Underweight","Austria","Percentage","2019","Second quintile","Total","Total","2.6",""
"Normal","Austria","Percentage","2019","Second quintile","Total","Total","43.4",""
"Obese","Austria","Percentage","2019","Second quintile","Total","Total","18.8",""
"Underweight","Poland","Percentage","2019","Second quintile","Total","Total","1.7",""
"Normal","Poland","Percentage","2019","Second quintile","Total","Total","38.7",""
"Obese","Poland","Percentage","2019","Second quintile","Total","Total","21.2",""
"Underweight","Portugal","Percentage","2019","Second quintile","Total","Total","1.5",""
"Normal","Portugal","Percentage","2019","Second quintile","Total","Total","40.1",""
"Obese","Portugal","Percentage","2019","Second quintile","Total","Total","19.9",""
"Underweight","Romania","Percentage","2019","Second quintile","Total","Total","0.8",""
"Normal","Romania","Percentage","2019","Second quintile","Total","Total","40.8",""
"Obese","Romania","Percentage","2019","Second quintile","Total","Total","12.4",""
"Underweight","Slovenia","Percentage","2019","Second quintile","Total","Total","1.8",""
"Normal","Slovenia","Percentage","2019","Second quintile","Total","Total","37.6",""
"Obese","Slovenia","Percentage","2019","Second quintile","Total","Total","21.3",""
"Underweight","Slovakia","Percentage","2019","Second quintile","Total","Total","2.2",""
"Normal","Slovakia","Percentage","2019","Second quintile","Total","Total","39.3",""
"Obese","Slovakia","Percentage","2019","Second quintile","Total","Total","18.9",""
"Underweight","Finland","Percentage","2019","Second quintile","Total","Total","2.3",""
"Normal","Finland","Percentage","2019","Second quintile","Total","Total","41.1",""
"Obese","Finland","Percentage","2019","Second quintile","Total","Total","17.8",""
"Underweight","Sweden","Percentage","2019","Second quintile","Total","Total","3.4",""
"Normal","Sweden","Percentage","2019","Second quintile","Total","Total","44.9",""
"Obese","Sweden","Percentage","2019","Second quintile","Total","Total","16.7",""
"Underweight","Iceland","Percentage","2019","Second quintile","Total","Total",":",""
"Normal","Iceland","Percentage","2019","Second quintile","Total","Total",":",""
"Obese","Iceland","Percentage","2019","Second quintile","Total","Total",":",""
"Underweight","Norway","Percentage","2019","Second quintile","Total","Total","2.2",""
"Normal","Norway","Percentage","2019","Second quintile","Total","Total","47.8",""
"Obese","Norway","Percentage","2019","Second quintile","Total","Total","14.3",""
"Underweight","United Kingdom","Percentage","2019","Second quintile","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","Second quintile","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","Second quintile","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","Second quintile","Total","Total","2.1",""
"Normal","Serbia","Percentage","2019","Second quintile","Total","Total","44.9",""
"Obese","Serbia","Percentage","2019","Second quintile","Total","Total","17.9",""
"Underweight","Turkey","Percentage","2019","Second quintile","Total","Total","3.7",""
"Normal","Turkey","Percentage","2019","Second quintile","Total","Total","37.9",""
"Obese","Turkey","Percentage","2019","Second quintile","Total","Total","21.8",""
