"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Finland","Percentage","2019","Third quintile","Males","Total","0.1",""
"Normal","Finland","Percentage","2019","Third quintile","Males","Total","35.1",""
"Obese","Finland","Percentage","2019","Third quintile","Males","Total","26.1",""
"Underweight","Sweden","Percentage","2019","Third quintile","Males","Total","1.6",""
"Normal","Sweden","Percentage","2019","Third quintile","Males","Total","43.7",""
"Obese","Sweden","Percentage","2019","Third quintile","Males","Total","15.4",""
"Underweight","Iceland","Percentage","2019","Third quintile","Males","Total",":",""
"Normal","Iceland","Percentage","2019","Third quintile","Males","Total",":",""
"Obese","Iceland","Percentage","2019","Third quintile","Males","Total",":",""
"Underweight","Norway","Percentage","2019","Third quintile","Males","Total","1.3",""
"Normal","Norway","Percentage","2019","Third quintile","Males","Total","40.3",""
"Obese","Norway","Percentage","2019","Third quintile","Males","Total","14.9",""
"Underweight","United Kingdom","Percentage","2019","Third quintile","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","Third quintile","Males","Total",":",""
"Obese","United Kingdom","Percentage","2019","Third quintile","Males","Total",":",""
"Underweight","Serbia","Percentage","2019","Third quintile","Males","Total","1.2",""
"Normal","Serbia","Percentage","2019","Third quintile","Males","Total","34.8",""
"Obese","Serbia","Percentage","2019","Third quintile","Males","Total","17.6",""
"Underweight","Turkey","Percentage","2019","Third quintile","Males","Total","2.6",""
"Normal","Turkey","Percentage","2019","Third quintile","Males","Total","38.1",""
"Obese","Turkey","Percentage","2019","Third quintile","Males","Total","19.7",""
