"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Latvia","Percentage","2019","Fourth quintile","Total","Total","3.2",""
"Normal","Latvia","Percentage","2019","Fourth quintile","Total","Total","43.1",""
"Obese","Latvia","Percentage","2019","Fourth quintile","Total","Total","18.9",""
"Underweight","Lithuania","Percentage","2019","Fourth quintile","Total","Total","1.9",""
"Normal","Lithuania","Percentage","2019","Fourth quintile","Total","Total","42.9",""
"Obese","Lithuania","Percentage","2019","Fourth quintile","Total","Total","17.9",""
"Underweight","Luxembourg","Percentage","2019","Fourth quintile","Total","Total","2.0",""
"Normal","Luxembourg","Percentage","2019","Fourth quintile","Total","Total","50.9",""
"Obese","Luxembourg","Percentage","2019","Fourth quintile","Total","Total","13.9",""
"Underweight","Hungary","Percentage","2019","Fourth quintile","Total","Total","2.0",""
"Normal","Hungary","Percentage","2019","Fourth quintile","Total","Total","41.1",""
"Obese","Hungary","Percentage","2019","Fourth quintile","Total","Total","21.5",""
"Underweight","Malta","Percentage","2019","Fourth quintile","Total","Total","2.9",""
"Normal","Malta","Percentage","2019","Fourth quintile","Total","Total","38.4",""
"Obese","Malta","Percentage","2019","Fourth quintile","Total","Total","24.3",""
"Underweight","Netherlands","Percentage","2019","Fourth quintile","Total","Total","2.7",""
"Normal","Netherlands","Percentage","2019","Fourth quintile","Total","Total","47.2",""
"Obese","Netherlands","Percentage","2019","Fourth quintile","Total","Total","13.0",""
"Underweight","Austria","Percentage","2019","Fourth quintile","Total","Total","2.7",""
"Normal","Austria","Percentage","2019","Fourth quintile","Total","Total","48.4",""
"Obese","Austria","Percentage","2019","Fourth quintile","Total","Total","14.2",""
"Underweight","Poland","Percentage","2019","Fourth quintile","Total","Total","2.5",""
"Normal","Poland","Percentage","2019","Fourth quintile","Total","Total","41.7",""
"Obese","Poland","Percentage","2019","Fourth quintile","Total","Total","17.0",""
"Underweight","Portugal","Percentage","2019","Fourth quintile","Total","Total","1.9",""
"Normal","Portugal","Percentage","2019","Fourth quintile","Total","Total","41.6",""
"Obese","Portugal","Percentage","2019","Fourth quintile","Total","Total","17.7",""
"Underweight","Romania","Percentage","2019","Fourth quintile","Total","Total","0.6",""
"Normal","Romania","Percentage","2019","Fourth quintile","Total","Total","40.0",""
"Obese","Romania","Percentage","2019","Fourth quintile","Total","Total","11.1",""
"Underweight","Slovenia","Percentage","2019","Fourth quintile","Total","Total","1.5",""
"Normal","Slovenia","Percentage","2019","Fourth quintile","Total","Total","46.9",""
"Obese","Slovenia","Percentage","2019","Fourth quintile","Total","Total","15.9",""
"Underweight","Slovakia","Percentage","2019","Fourth quintile","Total","Total","1.6",""
"Normal","Slovakia","Percentage","2019","Fourth quintile","Total","Total","37.0",""
"Obese","Slovakia","Percentage","2019","Fourth quintile","Total","Total","21.6",""
"Underweight","Finland","Percentage","2019","Fourth quintile","Total","Total","1.2",""
"Normal","Finland","Percentage","2019","Fourth quintile","Total","Total","38.6",""
"Obese","Finland","Percentage","2019","Fourth quintile","Total","Total","22.9",""
"Underweight","Sweden","Percentage","2019","Fourth quintile","Total","Total","1.8",""
"Normal","Sweden","Percentage","2019","Fourth quintile","Total","Total","50.1",""
"Obese","Sweden","Percentage","2019","Fourth quintile","Total","Total","13.8",""
"Underweight","Iceland","Percentage","2019","Fourth quintile","Total","Total",":",""
"Normal","Iceland","Percentage","2019","Fourth quintile","Total","Total",":",""
"Obese","Iceland","Percentage","2019","Fourth quintile","Total","Total",":",""
"Underweight","Norway","Percentage","2019","Fourth quintile","Total","Total","1.2",""
"Normal","Norway","Percentage","2019","Fourth quintile","Total","Total","46.2",""
"Obese","Norway","Percentage","2019","Fourth quintile","Total","Total","14.2",""
"Underweight","United Kingdom","Percentage","2019","Fourth quintile","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","Fourth quintile","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","Fourth quintile","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","Fourth quintile","Total","Total","2.1",""
"Normal","Serbia","Percentage","2019","Fourth quintile","Total","Total","47.6",""
"Obese","Serbia","Percentage","2019","Fourth quintile","Total","Total","15.0",""
"Underweight","Turkey","Percentage","2019","Fourth quintile","Total","Total","4.0",""
"Normal","Turkey","Percentage","2019","Fourth quintile","Total","Total","39.2",""
"Obese","Turkey","Percentage","2019","Fourth quintile","Total","Total","21.9",""
