"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Normal","Slovakia","Percentage","2019","First quintile","Total","Total","45.0",""
"Obese","Slovakia","Percentage","2019","First quintile","Total","Total","17.3",""
"Underweight","Finland","Percentage","2019","First quintile","Total","Total","3.1",""
"Normal","Finland","Percentage","2019","First quintile","Total","Total","48.4",""
"Obese","Finland","Percentage","2019","First quintile","Total","Total","18.3",""
"Underweight","Sweden","Percentage","2019","First quintile","Total","Total","3.7",""
"Normal","Sweden","Percentage","2019","First quintile","Total","Total","45.6",""
"Obese","Sweden","Percentage","2019","First quintile","Total","Total","17.9",""
"Underweight","Iceland","Percentage","2019","First quintile","Total","Total",":",""
"Normal","Iceland","Percentage","2019","First quintile","Total","Total",":",""
"Obese","Iceland","Percentage","2019","First quintile","Total","Total",":",""
"Underweight","Norway","Percentage","2019","First quintile","Total","Total","3.8",""
"Normal","Norway","Percentage","2019","First quintile","Total","Total","54.1",""
"Obese","Norway","Percentage","2019","First quintile","Total","Total","14.3",""
"Underweight","United Kingdom","Percentage","2019","First quintile","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","First quintile","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","First quintile","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","First quintile","Total","Total","3.3",""
"Normal","Serbia","Percentage","2019","First quintile","Total","Total","42.7",""
"Obese","Serbia","Percentage","2019","First quintile","Total","Total","20.0",""
"Underweight","Turkey","Percentage","2019","First quintile","Total","Total","4.4",""
"Normal","Turkey","Percentage","2019","First quintile","Total","Total","42.3",""
"Obese","Turkey","Percentage","2019","First quintile","Total","Total","21.5",""
