"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Hungary","Percentage","2019","Fifth quintile","Total","Total","2.4",""
"Normal","Hungary","Percentage","2019","Fifth quintile","Total","Total","45.6",""
"Obese","Hungary","Percentage","2019","Fifth quintile","Total","Total","16.6",""
"Underweight","Malta","Percentage","2019","Fifth quintile","Total","Total","1.5",""
"Normal","Malta","Percentage","2019","Fifth quintile","Total","Total","37.2",""
"Obese","Malta","Percentage","2019","Fifth quintile","Total","Total","24.7",""
"Underweight","Netherlands","Percentage","2019","Fifth quintile","Total","Total","3.0",""
"Normal","Netherlands","Percentage","2019","Fifth quintile","Total","Total","55.4",""
"Obese","Netherlands","Percentage","2019","Fifth quintile","Total","Total","9.7",""
"Underweight","Austria","Percentage","2019","Fifth quintile","Total","Total","3.2",""
"Normal","Austria","Percentage","2019","Fifth quintile","Total","Total","50.3",""
"Obese","Austria","Percentage","2019","Fifth quintile","Total","Total","13.4",""
"Underweight","Poland","Percentage","2019","Fifth quintile","Total","Total","3.3",""
"Normal","Poland","Percentage","2019","Fifth quintile","Total","Total","43.1",""
"Obese","Poland","Percentage","2019","Fifth quintile","Total","Total","16.8",""
"Underweight","Portugal","Percentage","2019","Fifth quintile","Total","Total","2.0",""
"Normal","Portugal","Percentage","2019","Fifth quintile","Total","Total","49.3",""
"Obese","Portugal","Percentage","2019","Fifth quintile","Total","Total","12.5",""
"Underweight","Romania","Percentage","2019","Fifth quintile","Total","Total","1.4",""
"Normal","Romania","Percentage","2019","Fifth quintile","Total","Total","46.9",""
"Obese","Romania","Percentage","2019","Fifth quintile","Total","Total","8.7",""
"Underweight","Slovenia","Percentage","2019","Fifth quintile","Total","Total","1.7",""
"Normal","Slovenia","Percentage","2019","Fifth quintile","Total","Total","47.3",""
"Obese","Slovenia","Percentage","2019","Fifth quintile","Total","Total","15.9",""
"Underweight","Slovakia","Percentage","2019","Fifth quintile","Total","Total","2.1",""
"Normal","Slovakia","Percentage","2019","Fifth quintile","Total","Total","40.5",""
"Obese","Slovakia","Percentage","2019","Fifth quintile","Total","Total","18.1",""
"Underweight","Finland","Percentage","2019","Fifth quintile","Total","Total","1.3",""
"Normal","Finland","Percentage","2019","Fifth quintile","Total","Total","38.1",""
"Obese","Finland","Percentage","2019","Fifth quintile","Total","Total","20.0",""
"Underweight","Sweden","Percentage","2019","Fifth quintile","Total","Total","1.8",""
"Normal","Sweden","Percentage","2019","Fifth quintile","Total","Total","49.8",""
"Obese","Sweden","Percentage","2019","Fifth quintile","Total","Total","11.6",""
"Underweight","Iceland","Percentage","2019","Fifth quintile","Total","Total",":",""
"Normal","Iceland","Percentage","2019","Fifth quintile","Total","Total",":",""
"Obese","Iceland","Percentage","2019","Fifth quintile","Total","Total",":",""
"Underweight","Norway","Percentage","2019","Fifth quintile","Total","Total","1.1",""
"Normal","Norway","Percentage","2019","Fifth quintile","Total","Total","47.1",""
"Obese","Norway","Percentage","2019","Fifth quintile","Total","Total","12.7",""
"Underweight","United Kingdom","Percentage","2019","Fifth quintile","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","Fifth quintile","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","Fifth quintile","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","Fifth quintile","Total","Total","2.2",""
"Normal","Serbia","Percentage","2019","Fifth quintile","Total","Total","47.4",""
"Obese","Serbia","Percentage","2019","Fifth quintile","Total","Total","15.0",""
"Underweight","Turkey","Percentage","2019","Fifth quintile","Total","Total","3.1",""
"Normal","Turkey","Percentage","2019","Fifth quintile","Total","Total","43.7",""
"Obese","Turkey","Percentage","2019","Fifth quintile","Total","Total","17.7",""
