"BMI","GEO","UNIT","TIME","QUANTILE","SEX","AGE","Value","Flag and Footnotes"
"Normal","Greece","Percentage","2019","Fourth quintile","Males","Total","33.8",""
"Obese","Greece","Percentage","2019","Fourth quintile","Males","Total","15.4",""
"Underweight","Spain","Percentage","2019","Fourth quintile","Males","Total","1.0",""
"Normal","Spain","Percentage","2019","Fourth quintile","Males","Total","39.5",""
"Obese","Spain","Percentage","2019","Fourth quintile","Males","Total","15.9",""
"Underweight","France","Percentage","2019","Fourth quintile","Males","Total","1.9",""
"Normal","France","Percentage","2019","Fourth quintile","Males","Total","47.8",""
"Obese","France","Percentage","2019","Fourth quintile","Males","Total","13.6",""
"Underweight","Croatia","Percentage","2019","Fourth quintile","Males","Total","0.3",""
"Normal","Croatia","Percentage","2019","Fourth quintile","Males","Total","28.2",""
"Obese","Croatia","Percentage","2019","Fourth quintile","Males","Total","23.5",""
"Underweight","Italy","Percentage","2019","Fourth quintile","Males","Total","1.1",""
"Normal","Italy","Percentage","2019","Fourth quintile","Males","Total","45.8",""
"Obese","Italy","Percentage","2019","Fourth quintile","Males","Total","13.1",""
"Underweight","Cyprus","Percentage","2019","Fourth quintile","Males","Total","1.7",""
"Normal","Cyprus","Percentage","2019","Fourth quintile","Males","Total","45.7",""
"Obese","Cyprus","Percentage","2019","Fourth quintile","Males","Total","13.4",""
"Underweight","Latvia","Percentage","2019","Fourth quintile","Males","Total","2.2",""
"Normal","Latvia","Percentage","2019","Fourth quintile","Males","Total","34.9",""
"Obese","Latvia","Percentage","2019","Fourth quintile","Males","Total","19.5",""
"Underweight","Lithuania","Percentage","2019","Fourth quintile","Males","Total","1.9",""
"Normal","Lithuania","Percentage","2019","Fourth quintile","Males","Total","38.3",""
"Obese","Lithuania","Percentage","2019","Fourth quintile","Males","Total","18.4",""
"Underweight","Luxembourg","Percentage","2019","Fourth quintile","Males","Total","0.9",""
"Normal","Luxembourg","Percentage","2019","Fourth quintile","Males","Total","37.8",""
"Obese","Luxembourg","Percentage","2019","Fourth quintile","Males","Total","15.9",""
"Underweight","Hungary","Percentage","2019","Fourth quintile","Males","Total","1.3",""
"Normal","Hungary","Percentage","2019","Fourth quintile","Males","Total","33.4",""
"Obese","Hungary","Percentage","2019","Fourth quintile","Males","Total","24.4",""
"Underweight","Malta","Percentage","2019","Fourth quintile","Males","Total","2.2",""
"Normal","Malta","Percentage","2019","Fourth quintile","Males","Total","31.0",""
"Obese","Malta","Percentage","2019","Fourth quintile","Males","Total","25.2",""
"Underweight","Netherlands","Percentage","2019","Fourth quintile","Males","Total","2.0",""
"Normal","Netherlands","Percentage","2019","Fourth quintile","Males","Total","42.6",""
"Obese","Netherlands","Percentage","2019","Fourth quintile","Males","Total","11.4",""
"Underweight","Austria","Percentage","2019","Fourth quintile","Males","Total","1.1",""
"Normal","Austria","Percentage","2019","Fourth quintile","Males","Total","39.4",""
"Obese","Austria","Percentage","2019","Fourth quintile","Males","Total","16.9",""
"Underweight","Poland","Percentage","2019","Fourth quintile","Males","Total","0.9",""
"Normal","Poland","Percentage","2019","Fourth quintile","Males","Total","32.7",""
"Obese","Poland","Percentage","2019","Fourth quintile","Males","Total","19.2",""
"Underweight","Portugal","Percentage","2019","Fourth quintile","Males","Total","1.4",""
"Normal","Portugal","Percentage","2019","Fourth quintile","Males","Total","35.3",""
"Obese","Portugal","Percentage","2019","Fourth quintile","Males","Total","20.3",""
"Underweight","Romania","Percentage","2019","Fourth quintile","Males","Total","0.4",""
"Normal","Romania","Percentage","2019","Fourth quintile","Males","Total","30.8",""
"Obese","Romania","Percentage","2019","Fourth quintile","Males","Total","12.6",""
"Underweight","Slovenia","Percentage","2019","Fourth quintile","Males","Total","0.4",""
"Normal","Slovenia","Percentage","2019","Fourth quintile","Males","Total","37.0",""
"Obese","Slovenia","Percentage","2019","Fourth quintile","Males","Total","18.9",""
"Underweight","Slovakia","Percentage","2019","Fourth quintile","Males","Total","0.3",""
"Normal","Slovakia","Percentage","2019","Fourth quintile","Males","Total","29.4",""
"Obese","Slovakia","Percentage","2019","Fourth quintile","Males","Total","22.8",""
"Underweight","Finland","Percentage","2019","Fourth quintile","Males","Total","1.3",""
"Normal","Finland","Percentage","2019","Fourth quintile","Males","Total","35.0",""
"Obese","Finland","Percentage","2019","Fourth quintile","Males","Total","22.3",""
"Underweight","Sweden","Percentage","2019","Fourth quintile","Males","Total","1.3",""
"Normal","Sweden","Percentage","2019","Fourth quintile","Males","Total","41.8",""
"Obese","Sweden","Percentage","2019","Fourth quintile","Males","Total","15.3",""
"Underweight","Iceland","Percentage","2019","Fourth quintile","Males","Total",":",""
"Normal","Iceland","Percentage","2019","Fourth quintile","Males","Total",":",""
"Obese","Iceland","Percentage","2019","Fourth quintile","Males","Total",":",""
"Underweight","Norway","Percentage","2019","Fourth quintile","Males","Total","0.8",""
"Normal","Norway","Percentage","2019","Fourth quintile","Males","Total","37.9",""
"Obese","Norway","Percentage","2019","Fourth quintile","Males","Total","16.5",""
"Underweight","United Kingdom","Percentage","2019","Fourth quintile","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","Fourth quintile","Males","Total",":",""
"Obese","United Kingdom","Percentage","2019","Fourth quintile","Males","Total",":",""
"Underweight","Serbia","Percentage","2019","Fourth quintile","Males","Total","0.7",""
"Normal","Serbia","Percentage","2019","Fourth quintile","Males","Total","38.8",""
"Obese","Serbia","Percentage","2019","Fourth quintile","Males","Total","18.4",""
"Underweight","Turkey","Percentage","2019","Fourth quintile","Males","Total","2.6",""
"Normal","Turkey","Percentage","2019","Fourth quintile","Males","Total","39.4",""
"Obese","Turkey","Percentage","2019","Fourth quintile","Males","Total","17.9",""
