BMI,GEO,UNIT,TIME,ISCED11,SEX,AGE,Value,Flag and Footnotes
Obese,Portugal,Percentage,2019,Tertiary education (levels 5-8),Males,Total,9.7,
Underweight,Romania,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.5,
Normal,Romania,Percentage,2019,Tertiary education (levels 5-8),Males,Total,36.4,
Obese,Romania,Percentage,2019,Tertiary education (levels 5-8),Males,Total,9.4,
Underweight,Slovenia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.3,
Normal,Slovenia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,36,
Obese,Slovenia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,18.8,
Underweight,Slovakia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.4,
Normal,Slovakia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,37.4,
Obese,Slovakia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,14.1,
Underweight,Finland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.4,
Normal,Finland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,39.4,
Obese,Finland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,14.3,
Underweight,Sweden,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.5,
Normal,Sweden,Percentage,2019,Tertiary education (levels 5-8),Males,Total,48.4,
Obese,Sweden,Percentage,2019,Tertiary education (levels 5-8),Males,Total,10.5,
Underweight,Iceland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Normal,Iceland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Obese,Iceland,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Underweight,Norway,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.2,
Normal,Norway,Percentage,2019,Tertiary education (levels 5-8),Males,Total,46.5,
Obese,Norway,Percentage,2019,Tertiary education (levels 5-8),Males,Total,12.8,
Underweight,United Kingdom,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Normal,United Kingdom,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Obese,United Kingdom,Percentage,2019,Tertiary education (levels 5-8),Males,Total,:,
Underweight,Serbia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,0.4,
Normal,Serbia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,37.3,
Obese,Serbia,Percentage,2019,Tertiary education (levels 5-8),Males,Total,16.9,
Underweight,Turkey,Percentage,2019,Tertiary education (levels 5-8),Males,Total,1.3,
Normal,Turkey,Percentage,2019,Tertiary education (levels 5-8),Males,Total,39.3,
Obese,Turkey,Percentage,2019,Tertiary education (levels 5-8),Males,Total,13.7,
