"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.6",""
"Normal","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.6",""
"Obese","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","19.4",""
"Underweight","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.8",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.9",""
"Obese","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","19.3",""
"Underweight","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.7",""
"Normal","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.2",""
"Obese","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","24.6",""
"Underweight","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","29.1",""
"Normal","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","25.2",""
"Obese","Ireland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","26.1",""
"Underweight","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.0",""
"Obese","Greece","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.8",""
"Underweight","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","4.3",""
"Normal","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","55.5",""
"Obese","Spain","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.3",""
"Underweight","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","6.7",""
"Normal","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.4",""
"Obese","France","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.4",""
"Underweight","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.2",""
"Normal","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.7",""
"Obese","Croatia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","19.9",""
"Underweight","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","6.6",""
"Normal","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","62.9",""
"Obese","Italy","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","8.1",""
"Underweight","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","6.8",""
"Normal","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Obese","Cyprus","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.2",""
"Underweight","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","35.4",""
"Obese","Latvia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","29.7",""
"Underweight","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.2",""
"Normal","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","37.2",""
"Obese","Lithuania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","25.1",""
"Underweight","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","5.3",""
"Normal","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.3",""
"Obese","Luxembourg","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","16.2",""
"Underweight","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.5",""
"Obese","Hungary","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","25.0",""
"Underweight","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","4.5",""
"Normal","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.0",""
"Obese","Malta","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","20.7",""
"Underweight","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.6",""
"Normal","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.9",""
"Obese","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","17.0",""
"Underweight","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.9",""
"Normal","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.6",""
"Obese","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","16.2",""
"Underweight","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.3",""
"Normal","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.9",""
"Obese","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","20.0",""
"Underweight","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","56.1",""
"Obese","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","12.1",""
"Underweight","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","0.9",""
"Normal","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"Obese","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","10.4",""
"Underweight","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.1",""
"Normal","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.4",""
"Obese","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","24.7",""
"Underweight","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.0",""
"Obese","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","20.1",""
"Underweight","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.2",""
"Normal","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","42.7",""
"Obese","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","24.2",""
"Underweight","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.5",""
"Normal","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.8",""
"Obese","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","18.2",""
"Underweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Normal","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Obese","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Underweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.6",""
"Normal","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.3",""
"Obese","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","14.1",""
"Underweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Obese","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Normal","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.9",""
"Obese","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.9",""
"Underweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.4",""
"Normal","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.9",""
"Obese","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","13.4",""
