BMI,GEO,UNIT,TIME,ISCED11,SEX,AGE,Value,Flag and Footnotes
Underweight,Estonia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,3.8,
Normal,Estonia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,54.4,
Obese,Estonia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,13.3,
Underweight,Ireland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,10.8,
Normal,Ireland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,24.6,
Obese,Ireland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,31.3,
Underweight,Greece,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.2,
Normal,Greece,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,32.2,
Obese,Greece,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,18.3,
Underweight,Spain,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.8,
Normal,Spain,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,33.3,
Obese,Spain,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,20,
Underweight,France,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,3.8,
Normal,France,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,41.2,
Obese,France,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,16.6,
Underweight,Croatia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1,
Normal,Croatia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,29.7,
Obese,Croatia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,27.7,
Underweight,Italy,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.8,
Normal,Italy,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,39.7,
Obese,Italy,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,14.3,
Underweight,Cyprus,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,2.7,
Normal,Cyprus,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,40.5,
Obese,Cyprus,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,17.1,
Underweight,Latvia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,4.9,
Normal,Latvia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,54.2,
Obese,Latvia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,14.2,
Underweight,Lithuania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,6.2,
Normal,Lithuania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,54.4,
Obese,Lithuania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,13,
Underweight,Luxembourg,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,5.2,
Normal,Luxembourg,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,38.8,
Obese,Luxembourg,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,26,
Underweight,Hungary,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,5.1,
Normal,Hungary,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,45.7,
Obese,Hungary,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,21.6,
Underweight,Malta,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.7,
Normal,Malta,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,23.8,
Obese,Malta,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,34.1,
Underweight,Netherlands,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,5.7,
Normal,Netherlands,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,39.6,
Obese,Netherlands,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,16.5,
Underweight,Austria,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,3.9,
Normal,Austria,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,39.2,
Obese,Austria,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,19.8,
Underweight,Poland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,4.7,
Normal,Poland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,48.3,
Obese,Poland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,14,
Underweight,Portugal,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.9,
Normal,Portugal,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,33.4,
Obese,Portugal,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,20.1,
Underweight,Romania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.2,
Normal,Romania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,45.4,
Obese,Romania,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,7.3,
Underweight,Slovenia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,2,
Normal,Slovenia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,42.2,
Obese,Slovenia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,19.3,
Underweight,Slovakia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.1,
Normal,Slovakia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,51.4,
Obese,Slovakia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,19.2,
Underweight,Finland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,0,
Normal,Finland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,0,
Obese,Finland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,0,
Underweight,Sweden,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,3.4,
Normal,Sweden,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,41.3,
Obese,Sweden,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,17.2,
Underweight,Iceland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Normal,Iceland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Obese,Iceland,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Underweight,Norway,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,2.1,
Normal,Norway,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,42.8,
Obese,Norway,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,17.3,
Underweight,United Kingdom,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Normal,United Kingdom,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Obese,United Kingdom,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,:,
Underweight,Serbia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,2.9,
Normal,Serbia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,45.1,
Obese,Serbia,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,17.7,
Underweight,Turkey,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,1.9,
Normal,Turkey,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,37.9,
Obese,Turkey,Percentage,2019,"Less than primary, primary and lower secondary education (levels 0-2)",Males,Total,21,
