"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Obese","Romania","Percentage","2019","All ISCED 2011 levels ","Total","Total","10.5",""
"Underweight","Slovenia","Percentage","2019","All ISCED 2011 levels ","Total","Total","1.6",""
"Normal","Slovenia","Percentage","2019","All ISCED 2011 levels ","Total","Total","41.8",""
"Obese","Slovenia","Percentage","2019","All ISCED 2011 levels ","Total","Total","19.4",""
"Underweight","Slovakia","Percentage","2019","All ISCED 2011 levels ","Total","Total","2.2",""
"Normal","Slovakia","Percentage","2019","All ISCED 2011 levels ","Total","Total","40.0",""
"Obese","Slovakia","Percentage","2019","All ISCED 2011 levels ","Total","Total","19.3",""
"Underweight","Finland","Percentage","2019","All ISCED 2011 levels ","Total","Total","1.7",""
"Normal","Finland","Percentage","2019","All ISCED 2011 levels ","Total","Total","40.6",""
"Obese","Finland","Percentage","2019","All ISCED 2011 levels ","Total","Total","20.3",""
"Underweight","Sweden","Percentage","2019","All ISCED 2011 levels ","Total","Total","2.4",""
"Normal","Sweden","Percentage","2019","All ISCED 2011 levels ","Total","Total","48.0",""
"Obese","Sweden","Percentage","2019","All ISCED 2011 levels ","Total","Total","14.7",""
"Underweight","Iceland","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Normal","Iceland","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Obese","Iceland","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Underweight","Norway","Percentage","2019","All ISCED 2011 levels ","Total","Total","2.0",""
"Normal","Norway","Percentage","2019","All ISCED 2011 levels ","Total","Total","48.4",""
"Obese","Norway","Percentage","2019","All ISCED 2011 levels ","Total","Total","13.8",""
"Underweight","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","All ISCED 2011 levels ","Total","Total","2.3",""
"Normal","Serbia","Percentage","2019","All ISCED 2011 levels ","Total","Total","45.2",""
"Obese","Serbia","Percentage","2019","All ISCED 2011 levels ","Total","Total","16.8",""
"Underweight","Turkey","Percentage","2019","All ISCED 2011 levels ","Total","Total","3.8",""
"Normal","Turkey","Percentage","2019","All ISCED 2011 levels ","Total","Total","40.1",""
"Obese","Turkey","Percentage","2019","All ISCED 2011 levels ","Total","Total","21.1",""
