"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Obese","Cyprus","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","19.2",""
"Underweight","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","5.4",""
"Normal","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","48.3",""
"Obese","Latvia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","19.7",""
"Underweight","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","4.8",""
"Normal","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","52.0",""
"Obese","Lithuania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","15.1",""
"Underweight","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","4.7",""
"Normal","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","42.4",""
"Obese","Luxembourg","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","24.5",""
"Underweight","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","6.1",""
"Normal","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","39.5",""
"Obese","Hungary","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","24.4",""
"Underweight","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","1.6",""
"Normal","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","27.4",""
"Obese","Malta","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","33.3",""
"Underweight","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","4.9",""
"Normal","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","43.5",""
"Obese","Netherlands","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","17.8",""
"Underweight","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","4.1",""
"Normal","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","40.3",""
"Obese","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","21.4",""
"Underweight","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","5.7",""
"Normal","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","44.6",""
"Obese","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","19.1",""
"Underweight","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","1.8",""
"Normal","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","35.4",""
"Obese","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","21.8",""
"Underweight","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","1.8",""
"Normal","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","45.5",""
"Obese","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","10.7",""
"Underweight","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","2.7",""
"Normal","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","38.4",""
"Obese","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","23.4",""
"Underweight","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","4.3",""
"Normal","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","41.8",""
"Obese","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","22.1",""
"Underweight","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","0",""
"Normal","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","0",""
"Obese","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","0",""
"Underweight","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","3.3",""
"Normal","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","44.6",""
"Obese","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","16.3",""
"Underweight","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Normal","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Obese","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Underweight","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","3.7",""
"Normal","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","48.0",""
"Obese","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","16.1",""
"Underweight","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","3.7",""
"Normal","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","42.7",""
"Obese","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","20.2",""
"Underweight","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","2.2",""
"Normal","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","33.2",""
"Obese","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Total","Total","28.5",""
