"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Slovakia","Percentage","2019","All ISCED 2011 levels ","Males","Total","0.3",""
"Normal","Slovakia","Percentage","2019","All ISCED 2011 levels ","Males","Total","33.5",""
"Obese","Slovakia","Percentage","2019","All ISCED 2011 levels ","Males","Total","20.4",""
"Underweight","Finland","Percentage","2019","All ISCED 2011 levels ","Males","Total","1.3",""
"Normal","Finland","Percentage","2019","All ISCED 2011 levels ","Males","Total","37.5",""
"Obese","Finland","Percentage","2019","All ISCED 2011 levels ","Males","Total","19.8",""
"Underweight","Sweden","Percentage","2019","All ISCED 2011 levels ","Males","Total","1.8",""
"Normal","Sweden","Percentage","2019","All ISCED 2011 levels ","Males","Total","43.2",""
"Obese","Sweden","Percentage","2019","All ISCED 2011 levels ","Males","Total","14.5",""
"Underweight","Iceland","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Normal","Iceland","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Obese","Iceland","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Underweight","Norway","Percentage","2019","All ISCED 2011 levels ","Males","Total","1.3",""
"Normal","Norway","Percentage","2019","All ISCED 2011 levels ","Males","Total","42.1",""
"Obese","Norway","Percentage","2019","All ISCED 2011 levels ","Males","Total","15.2",""
"Underweight","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Normal","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Obese","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Males","Total",":",""
"Underweight","Serbia","Percentage","2019","All ISCED 2011 levels ","Males","Total","1.1",""
"Normal","Serbia","Percentage","2019","All ISCED 2011 levels ","Males","Total","37.7",""
"Obese","Serbia","Percentage","2019","All ISCED 2011 levels ","Males","Total","18.9",""
"Underweight","Turkey","Percentage","2019","All ISCED 2011 levels ","Males","Total","2.6",""
"Normal","Turkey","Percentage","2019","All ISCED 2011 levels ","Males","Total","40.3",""
"Obese","Turkey","Percentage","2019","All ISCED 2011 levels ","Males","Total","17.4",""
