"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Obese","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","8.9",""
"Underweight","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","2.5",""
"Normal","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","65.4",""
"Obese","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","3.7",""
"Underweight","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","2.3",""
"Normal","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","55.6",""
"Obese","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","13.4",""
"Underweight","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","5.2",""
"Normal","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","58.8",""
"Obese","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","9.8",""
"Underweight","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.3",""
"Normal","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","47.4",""
"Obese","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","18.8",""
"Underweight","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.9",""
"Normal","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.5",""
"Obese","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","11.7",""
"Underweight","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Normal","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Obese","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Underweight","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.6",""
"Normal","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.9",""
"Obese","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","9.8",""
"Underweight","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Obese","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","3.8",""
"Normal","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","62.6",""
"Obese","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","8.4",""
"Underweight","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","6.5",""
"Normal","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","60.8",""
"Obese","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","9.1",""
