"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Obese","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","17.4",""
"Underweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Normal","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Obese","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Underweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","1.2",""
"Normal","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","42.8",""
"Obese","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","15.5",""
"Underweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Normal","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Obese","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total",":",""
"Underweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","1.8",""
"Normal","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","44.2",""
"Obese","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","17.1",""
"Underweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","6.5",""
"Normal","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","46.7",""
"Obese","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Total","Total","14.2",""
