"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Obese","Latvia","Percentage","2019","All ISCED 2011 levels ","Females","Total","25.1",""
"Underweight","Lithuania","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.6",""
"Normal","Lithuania","Percentage","2019","All ISCED 2011 levels ","Females","Total","45.0",""
"Obese","Lithuania","Percentage","2019","All ISCED 2011 levels ","Females","Total","19.9",""
"Underweight","Luxembourg","Percentage","2019","All ISCED 2011 levels ","Females","Total","5.2",""
"Normal","Luxembourg","Percentage","2019","All ISCED 2011 levels ","Females","Total","57.1",""
"Obese","Luxembourg","Percentage","2019","All ISCED 2011 levels ","Females","Total","14.2",""
"Underweight","Hungary","Percentage","2019","All ISCED 2011 levels ","Females","Total","3.9",""
"Normal","Hungary","Percentage","2019","All ISCED 2011 levels ","Females","Total","44.0",""
"Obese","Hungary","Percentage","2019","All ISCED 2011 levels ","Females","Total","22.7",""
"Underweight","Malta","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.6",""
"Normal","Malta","Percentage","2019","All ISCED 2011 levels ","Females","Total","40.4",""
"Obese","Malta","Percentage","2019","All ISCED 2011 levels ","Females","Total","25.9",""
"Underweight","Netherlands","Percentage","2019","All ISCED 2011 levels ","Females","Total","3.2",""
"Normal","Netherlands","Percentage","2019","All ISCED 2011 levels ","Females","Total","53.0",""
"Obese","Netherlands","Percentage","2019","All ISCED 2011 levels ","Females","Total","15.6",""
"Underweight","Austria","Percentage","2019","All ISCED 2011 levels ","Females","Total","3.6",""
"Normal","Austria","Percentage","2019","All ISCED 2011 levels ","Females","Total","53.2",""
"Obese","Austria","Percentage","2019","All ISCED 2011 levels ","Females","Total","15.3",""
"Underweight","Poland","Percentage","2019","All ISCED 2011 levels ","Females","Total","4.0",""
"Normal","Poland","Percentage","2019","All ISCED 2011 levels ","Females","Total","46.9",""
"Obese","Poland","Percentage","2019","All ISCED 2011 levels ","Females","Total","17.6",""
"Underweight","Portugal","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.4",""
"Normal","Portugal","Percentage","2019","All ISCED 2011 levels ","Females","Total","47.3",""
"Obese","Portugal","Percentage","2019","All ISCED 2011 levels ","Females","Total","17.7",""
"Underweight","Romania","Percentage","2019","All ISCED 2011 levels ","Females","Total","1.6",""
"Normal","Romania","Percentage","2019","All ISCED 2011 levels ","Females","Total","49.5",""
"Obese","Romania","Percentage","2019","All ISCED 2011 levels ","Females","Total","10.3",""
"Underweight","Slovenia","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.5",""
"Normal","Slovenia","Percentage","2019","All ISCED 2011 levels ","Females","Total","48.7",""
"Obese","Slovenia","Percentage","2019","All ISCED 2011 levels ","Females","Total","18.0",""
"Underweight","Slovakia","Percentage","2019","All ISCED 2011 levels ","Females","Total","4.0",""
"Normal","Slovakia","Percentage","2019","All ISCED 2011 levels ","Females","Total","46.2",""
"Obese","Slovakia","Percentage","2019","All ISCED 2011 levels ","Females","Total","18.4",""
"Underweight","Finland","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.1",""
"Normal","Finland","Percentage","2019","All ISCED 2011 levels ","Females","Total","43.4",""
"Obese","Finland","Percentage","2019","All ISCED 2011 levels ","Females","Total","20.8",""
"Underweight","Sweden","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.9",""
"Normal","Sweden","Percentage","2019","All ISCED 2011 levels ","Females","Total","52.8",""
"Obese","Sweden","Percentage","2019","All ISCED 2011 levels ","Females","Total","14.8",""
"Underweight","Iceland","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Normal","Iceland","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Obese","Iceland","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Underweight","Norway","Percentage","2019","All ISCED 2011 levels ","Females","Total","2.8",""
"Normal","Norway","Percentage","2019","All ISCED 2011 levels ","Females","Total","54.9",""
"Obese","Norway","Percentage","2019","All ISCED 2011 levels ","Females","Total","12.4",""
"Underweight","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Normal","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Obese","United Kingdom","Percentage","2019","All ISCED 2011 levels ","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","All ISCED 2011 levels ","Females","Total","3.5",""
"Normal","Serbia","Percentage","2019","All ISCED 2011 levels ","Females","Total","52.4",""
"Obese","Serbia","Percentage","2019","All ISCED 2011 levels ","Females","Total","14.8",""
"Underweight","Turkey","Percentage","2019","All ISCED 2011 levels ","Females","Total","4.8",""
"Normal","Turkey","Percentage","2019","All ISCED 2011 levels ","Females","Total","40.0",""
"Obese","Turkey","Percentage","2019","All ISCED 2011 levels ","Females","Total","24.8",""
